DV01,Vega,Gamma,MarketMove,VaR,ResidualPnL,TradeCount,ReconBreak
92333,125166,19384,1.3474752130346146,128477,5889,757,1
147435,125583,9194,1.4050327995137608,228267,35296,442,0
166360,23920,28039,1.0880150603886143,376258,64120,768,1
55141,98208,18562,0.6322242181324078,421656,15126,444,0
128095,40265,14209,0.5499433285882126,596220,36414,793,1
162470,84328,2809,0.14458361478436618,189585,64141,989,1
89264,65737,20138,1.1582588856721445,192289,70098,882,1
185488,131267,9262,1.3605363013510299,531683,77894,326,1
196043,64683,2651,0.39261909347541935,271099,89698,694,0
226883,71790,7105,0.12598010722335934,234391,46263,171,0
246359,44673,14296,0.27799560197507334,468340,65075,501,0
120765,149753,26259,0.31382108992042357,162138,9489,233,0
234609,33356,24886,1.0051987620219294,210430,53969,738,1
74012,60972,17365,0.8100035536612911,311449,15588,332,0
79234,68726,10763,0.9405276187557438,105872,39270,604,0
74133,42586,21467,1.4161197244721313,224967,47604,945,1
230643,88224,13767,1.3486282707704593,327989,39010,173,0
68956,125756,27683,1.2837467718809303,118507,15050,601,0
139583,30759,29194,0.2752268748454546,270622,73287,184,0
137894,112617,18292,0.7524470100733396,175514,18779,505,0
80499,102589,21861,0.4456298362605029,251699,23850,933,1
193253,146526,27721,0.33300024792549476,128888,86677,564,0
187859,40259,22063,1.1325226898925702,441695,13273,354,0
113676,143281,7214,1.2141232307526566,269671,29665,588,0
212749,41792,22021,0.3911178160288118,391803,73107,671,0
72412,135012,29910,0.6798624763226654,150607,69930,835,1
162961,133956,1935,1.4094569351433748,118547,31935,996,1
189464,119921,24781,0.8668053324620766,476636,70925,414,1
123761,122534,2378,0.5947223522275285,181451,53321,964,1
242160,84976,14939,1.4660162804459622,561913,80115,909,1
162191,115523,6891,0.3689454650997952,268473,10994,773,1
54102,83725,11795,0.2324713437368983,227842,59794,690,0
86160,14375,21183,0.6517776042415037,573222,28710,959,1
72946,80336,23258,0.16881168081892212,281795,6759,664,0
104606,88063,6490,0.9856415138823145,230029,27856,278,0
203001,143832,25715,0.6199503127094224,467711,3659,422,0
72901,85297,26038,1.0973395324127146,422481,31681,859,1
111720,35490,10070,1.1458380466405305,159961,72957,163,1
218039,51359,16441,1.2166535950257682,465061,10355,101,0
155464,16401,26560,0.8552378585252284,325888,21701,515,0
121078,24198,10051,0.6827508807366912,530674,61193,666,0
227486,37831,21942,1.2258699484555147,462479,78542,323,1
146456,10482,16746,0.24278993187194656,595967,89954,535,0
248969,58785,3868,0.4632394586079416,254206,59509,886,1
56336,64683,10875,0.38715807067563457,291669,81505,661,0
235710,144290,21637,0.5605905130358229,227683,86260,530,0
96556,62408,21579,0.9718547533100367,283880,42774,610,0
113782,38841,17505,0.7087396022818293,321365,24020,925,1
101182,110718,19165,0.5344991099883956,599986,24209,538,0
200180,44782,24423,0.922882500534033,161807,30923,651,0
191492,134321,2360,0.2563474430230882,287190,84336,883,1
147903,114674,3148,0.6140732931924998,261284,14043,409,0
66696,21973,1784,0.4947454324824604,253817,18285,557,0
232351,111732,5687,1.0345215044865623,238958,28878,576,0
97688,18152,25965,0.6799478413171637,310221,91734,322,0
50657,33303,19948,0.9959326631565053,427435,10426,102,0
78175,92895,15009,0.3473135772418682,175138,11221,452,0
197054,96744,18587,0.8037015325005062,271559,53357,417,1
119214,90581,13649,0.5685926781399404,194546,92028,548,0
112330,142528,21047,1.2060230976610478,404141,26697,597,0
116283,146852,4701,0.9437617339033108,288007,90315,582,1
212387,34091,22558,0.5784957726844072,471059,1835,370,0
167994,126981,29299,1.1851772990446086,397621,62050,934,1
202959,143946,17761,0.7049714465425391,169442,55760,778,1
86485,32277,4431,0.45831955640195854,596947,28243,289,0
185196,97993,17312,0.45588353253759895,525457,8656,799,1
57632,11131,22901,1.4331177857527937,576222,16044,208,0
54119,138163,27911,1.0781882671965632,486267,20692,493,0
149694,101249,25051,1.1542634292071172,449290,90835,972,1
242076,62660,17232,0.5502021361517894,305726,66568,205,0
247800,65928,6556,0.9635169865899387,162526,76469,436,1
164322,90920,1774,0.9196043624935154,542120,71840,591,1
221922,71836,10205,0.767274923811704,143410,21713,216,0
136277,109220,25658,1.1934834625200645,562389,84518,193,1
155524,63368,8232,0.8285888512545271,588707,42362,969,1
61498,103598,27155,1.4958820507231105,331562,90090,716,1
154619,136389,3991,1.4812435435509193,479575,22654,220,0
54201,141067,11863,0.21278577726856338,315716,16804,727,1
235600,62037,26722,1.3156968414377934,345565,21692,769,1
141148,45376,9033,0.416264786570789,125052,78477,158,0
76185,86510,14439,0.9364383023787398,496999,72598,312,1
81504,33163,16383,0.5997865484570695,321593,24814,834,1
88593,98874,29698,1.4998256120638491,440744,89969,380,1
222502,59324,20968,0.8536568550676741,514362,39949,717,1
133138,12935,12365,1.3458168673225561,269543,92569,327,1
188157,123473,26682,1.3553575201091457,140642,33181,647,0
183934,51920,16623,0.6292237669829359,190734,87081,899,1
155822,27153,1346,1.0614073424503174,347514,96338,363,1
238115,37750,20457,0.5431464797598796,200262,38313,732,1
213180,108293,1013,0.5942091952620908,386422,97010,376,0
64933,63070,21746,0.38792851132153916,320778,63255,125,0
59966,98894,15297,1.1727043780027475,268723,48388,176,0
50086,130249,1838,0.585479109998861,391008,20893,799,1
88529,124927,9783,1.0267097880308869,160475,77686,950,1
226690,53187,21774,0.37635847975891434,209411,92878,255,0
192044,95104,1386,1.2574562520520935,359441,43307,813,1
211822,144001,3276,0.5256560589764301,573923,11020,525,0
219343,132975,19257,1.4773980628443488,324990,52174,149,1
228323,25750,14842,0.4590326329194936,199342,34903,770,1
226517,52800,29369,0.4587271572088618,574412,42618,189,0
172104,132921,11357,1.4808888214644484,362291,7814,520,0
96561,138766,11376,1.1774331003472518,148272,66263,288,1
241061,50177,27785,0.4206786881347808,207748,5407,768,1
150776,97944,2057,0.3883723170207539,197309,60424,404,0
235789,58408,15180,1.359480095036135,147102,94204,286,1
201559,88050,3153,0.8140876992480183,354852,20502,979,1
185632,68444,23161,0.39270725305530485,134652,52454,586,0
240137,122556,16123,1.3267878324368187,136187,95783,341,1
215087,28238,26067,1.2101153482069245,171636,49464,306,0
122547,18062,22255,1.1142641354457614,237302,53616,510,1
98379,24323,15921,0.8506770642188675,178307,86833,324,1
152741,49945,13589,1.1915035019259437,346909,53706,830,1
218329,23965,19240,0.41089905271426863,425054,97392,429,0
232386,105873,26862,0.3114974156010233,560672,35826,100,0
131646,71963,10007,1.4734614363513576,466450,37015,281,0
192910,62814,17735,0.7727095894011735,313435,42966,877,1
228654,128878,25987,1.4731957060709004,181352,40893,374,0
135882,55958,5100,0.8602303205948335,370488,87719,132,1
114255,41744,27996,0.9032341764871824,290684,15026,985,1
57101,75521,23496,0.7009890634730068,345889,58676,302,0
230801,22830,20571,0.6214828387628357,520373,91732,443,0
199117,123364,14221,0.8896725217207078,518598,86453,621,1
236506,111023,28624,1.1025165365093674,284323,42247,141,0
210266,125048,4449,0.8354104015106818,514689,50149,641,1
218522,127267,12277,0.30517018892385395,160982,61783,661,0
70064,88151,10118,0.6607605091740728,567250,44529,587,0
204324,149810,1016,0.8148741393716955,362448,59030,447,1
67257,136384,14729,0.8475795583775764,253833,54055,541,1
71330,135595,19035,0.2627337034210566,144368,30524,536,0
232815,105577,18173,0.852762539574997,525628,64065,337,1
112350,69064,13439,0.9324345577651552,256468,37168,106,0
102113,112495,22796,0.996601383115511,278896,24060,228,0
82866,140342,13849,0.7320555654861477,189682,77793,669,0
57157,53910,24673,0.5667908511782694,338427,49943,575,0
222766,25051,2683,0.9338001579803207,545700,87787,353,1
148236,147148,15710,1.3429921925647146,247457,52049,655,1
244175,123610,2914,1.0616054466580085,537269,81429,800,1
136550,43291,17306,0.933634839403769,433588,82064,962,1
70462,82885,26061,0.5430817277069047,511135,90060,606,0
246128,93013,25285,0.5715409112260533,217129,5915,268,0
79843,41923,1970,0.5418388008820721,144161,23782,461,0
57451,20431,20643,1.2158598559023293,326060,24613,889,1
193595,15412,19763,1.2829573169597368,318461,44832,986,1
157530,60280,23994,1.1378714124681415,286193,61158,574,1
240363,78998,24466,1.1255549514071659,211703,37630,352,0
78644,69134,28372,0.41510843318203505,498735,91928,193,0
235312,100883,28325,0.6301397499901675,571308,48703,957,1
243672,13798,22553,1.152647621248974,512108,83281,242,1
170759,52848,8499,1.432369226034809,117956,76649,731,1
231823,10481,8218,0.3555484825644516,565909,74904,757,1
120814,147578,23065,0.9766410070415795,551643,80604,321,1
137476,109619,20054,1.0150130403882514,243821,62589,808,1
148867,49287,15539,0.7854403921917577,561326,38486,242,0
229250,102851,24799,0.46687635492944446,511964,84690,717,1
182722,140924,10645,1.0473107569382158,410049,5251,645,0
152578,46490,21998,0.9535031392751027,482793,28904,568,0
133286,81623,21283,1.2996297156963825,304677,53404,209,1
239450,28213,21485,1.4191515227916998,455440,73777,222,1
227792,132520,21049,0.47966973921252953,291757,31953,872,1
220630,91831,13803,0.9544948459948183,106314,73057,153,1
89101,115704,9767,1.1586866517761503,533176,65329,354,1
135370,147860,3191,0.7246074786587048,114160,91040,340,0
157573,98234,13126,0.848541621776735,479670,94740,915,1
73369,75096,21703,0.7879663200693547,201063,64566,663,0
205603,114281,6243,1.3105722407137461,226922,33708,559,0
94784,42191,3564,1.4093131464476831,151629,85462,209,1
177280,86658,6100,1.2241114528518937,172081,40140,543,0
139267,74450,23176,1.3766672454667181,262491,17946,760,1
129061,75505,5688,0.6956055478529128,475514,68143,902,1
158246,16815,18899,0.20960000388815744,494447,47247,652,0
91908,148766,29944,0.47587287941518197,466654,37181,502,0
165865,127791,16850,1.2096411062713495,490818,18338,807,1
147868,14395,28861,0.3291572223460731,275943,84354,450,0
186211,135550,6776,0.4031520957930823,398014,80386,691,0
181529,132776,8994,1.3155413529711,494508,46505,244,0
140527,86001,25084,0.9127358222162927,148441,42324,867,1
73713,139782,13200,0.6035550982272667,209810,77558,677,0
199695,20301,7131,0.6911057643069105,353323,35906,709,1
87614,70065,27124,1.0798021458185036,517434,16710,384,0
204849,132710,7881,1.0413233830003594,300521,85856,399,1
178349,33508,7268,0.5620175810761185,161572,62476,497,0
190959,113603,8032,1.1569701463211006,113913,14935,757,1
116473,134531,9664,0.305646857383149,308652,63073,819,1
75833,36304,16949,0.35157854790159826,193664,76626,210,0
102987,65751,1663,0.6957098952961075,465771,14928,731,1
149810,35936,5780,0.8527184322110635,553757,93391,850,1
209514,143992,20056,0.24356402813416347,476944,10692,169,0
65207,27283,6723,0.19648531810401587,399394,23695,806,1
65814,51698,18640,1.3032047853357729,420529,42115,405,0
124427,54654,7501,0.4225489741210001,340723,79191,837,1
226868,37166,11567,0.7054262787205571,104161,51947,175,0
163044,94354,6241,0.8020480755247358,511847,93000,633,1
80138,66635,1991,0.17780514696218602,287490,68860,821,1
205986,140844,14868,1.2307312516387015,142818,55239,808,1
65844,103969,25335,1.4595089067191804,231483,63524,992,1
131801,78635,2771,0.14600252449839116,265812,29872,643,0
123800,143183,2817,1.4491533222395028,285127,45641,226,0
52712,91475,16863,1.2098616010664183,564667,72683,901,1
101327,118778,12576,1.2091341340999253,476079,70777,976,1
111902,148022,12673,0.2678132898374618,327933,82106,106,0
150496,61827,22194,0.360081943239566,384854,37520,506,0
179242,108392,9506,1.1332378345288558,289182,11995,800,1
244489,18609,2276,0.6069161229703257,353650,24297,658,0
173638,96122,17036,1.409758116932306,298921,79326,847,1
172247,27309,15427,1.0294831589795477,528658,49471,808,1
166600,144210,17688,0.12351916134303725,441215,12744,623,0
100355,103858,4356,0.46974259441569033,536401,30366,242,0
221892,147946,5340,0.14533760262995268,394952,1571,236,0
96608,17615,13378,0.7426548739612113,321825,10243,917,1
95245,36582,28465,1.2979323758923005,158749,50319,394,1
84585,90182,3701,1.0763560584374918,364774,57787,927,1
108823,149466,23690,0.8134611802168196,515138,71999,637,1
143715,101023,16905,0.678384363573165,461424,74349,554,0
70226,104050,9286,0.6314553783340485,303838,25826,438,0
67313,97920,10567,1.4425643096710663,308079,52293,583,1
79219,11431,5281,1.3616842558067073,435480,59730,155,1
212998,133060,10523,0.11963825044631596,120403,48978,454,0
129013,17095,9599,0.8609406140058274,480277,51759,217,1
184514,29143,27653,0.953413341852587,258338,43920,264,0
194968,75945,23699,0.9164426631430693,379684,78540,550,1
197362,130271,22277,0.9702649308958594,375812,48421,870,1
89877,121855,10050,1.3426611034481062,402415,13393,238,0
209003,12547,17992,1.2538223589934303,105084,76925,519,1
91880,19137,5115,0.17270818153416095,566349,50405,415,0
135377,42804,14695,0.38310325396931977,159791,19665,973,1
